sample_id,study_accession,body_site,modality,source,pipeline
MGYS00000502:ERR866674,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866675,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866676,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866677,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866678,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866679,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866680,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866681,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866682,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866683,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866684,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866685,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866686,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866687,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866688,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866689,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866690,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866691,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866692,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866693,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866694,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866695,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866696,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866697,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866698,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866699,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866700,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866701,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866702,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866703,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866704,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866705,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866706,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866707,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866708,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866709,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866710,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866711,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866712,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866713,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866714,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866715,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866716,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866717,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866718,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866719,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866720,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866721,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866722,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866723,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866724,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866725,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866726,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866727,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866728,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866729,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866730,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866731,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866732,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866733,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866734,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866735,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866736,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866737,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866738,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866739,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866740,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866741,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866742,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866743,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866744,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866745,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000502:ERR866746,MGYS00000502,stool,16S,MGnify_full,MGnify SSU
MGYS00000506:ERR980898,MGYS00000506,oral,16S,MGnify_full,MGnify SSU
MGYS00000507:ERR981244,MGYS00000507,oral,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981245,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981246,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981247,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981248,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981249,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981250,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981251,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981252,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981253,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000518:ERR981254,MGYS00000518,skin,16S,MGnify_full,MGnify SSU
MGYS00000520:ERR981212,MGYS00000520,skin,16S,MGnify_full,MGnify SSU
MGYS00000520:ERR981213,MGYS00000520,skin,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983837,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983838,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983839,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983840,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983841,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983842,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983843,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983844,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983845,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983846,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983847,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983848,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983849,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983850,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983851,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983852,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983853,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983854,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983855,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983856,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983857,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983858,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983859,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983860,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983861,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983862,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983863,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983864,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983865,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983866,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983867,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983868,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983869,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983870,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983871,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983872,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983873,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983874,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983875,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983876,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983877,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983878,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983879,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983880,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983881,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983882,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983883,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983884,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983885,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983886,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983887,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983888,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983889,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983890,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983891,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983892,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983893,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983894,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983895,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983896,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983897,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983898,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983899,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983900,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983901,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983902,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983903,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983904,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983905,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR983907,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000521:ERR990193,MGYS00000521,stool,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598788,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598789,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598791,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598792,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598793,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598794,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000523:ERR598795,MGYS00000523,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981220,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981230,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981240,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981221,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981231,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981241,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981222,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981232,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981242,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981223,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981233,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981243,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981214,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981224,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981234,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981215,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981225,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981235,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981216,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981226,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981236,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981217,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981227,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981237,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981218,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981228,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981238,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981219,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981229,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000526:ERR981239,MGYS00000526,stool,16S,MGnify_full,MGnify SSU
MGYS00000543:ERR10172,MGYS00000543,stool,16S,MGnify_full,MGnify SSU
MGYS00000543:ERR10173,MGYS00000543,stool,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022497,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022498,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022499,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022500,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022501,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022502,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022503,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022504,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022505,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022506,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022507,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022508,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022509,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022510,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022511,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022512,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022514,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000553:ERR1022515,MGYS00000553,respiratory,16S,MGnify_full,MGnify SSU
MGYS00000564:ERR1102739,MGYS00000564,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143910,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143920,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143930,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143940,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143950,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143960,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143970,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143980,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143911,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143921,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143931,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143941,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143951,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143961,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143971,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143981,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143912,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143922,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143932,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143942,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143952,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143962,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143972,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143982,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143913,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143923,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143933,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143943,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143953,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143963,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143973,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143983,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143914,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143924,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143934,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143944,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143954,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143964,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143974,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143984,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143915,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143925,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143935,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143945,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143955,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143965,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143975,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143916,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143926,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143936,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143946,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143956,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143966,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143976,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143917,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143927,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143937,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143947,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143957,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143967,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143977,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143918,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143928,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143938,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143948,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143958,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143968,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143978,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143919,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143929,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143939,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143949,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143959,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143969,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000580:ERR1143979,MGYS00000580,stool,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046550,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046551,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046552,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046553,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046554,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046555,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046556,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046557,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046558,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046559,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046560,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046561,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046576,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046577,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046578,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046579,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046580,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046581,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046582,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046583,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046584,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046585,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046586,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046587,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046588,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046589,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046590,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046591,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
MGYS00000583:SRR2046592,MGYS00000583,oral,16S,MGnify_full,MGnify SSU
